Price,Brand,Model,Variant,Series,Year,Kilometers,Type,Gearbox,Fuel,Status,CC,Color,Seating Capacity
72990,Ford,Ranger,XLS 3.2 (4X4),PX Mkiii MY21.75,2021,6451,Double Cab Pick Up,Automatic,Diesel,Used,3198,Blue,5
24490,Toyota,Corolla,Ascent Sport,ZRE182R MY17,2018,75495,Hatchback,Automatic,Unleaded Petrol,Used,1798,White,5
50990,Volkswagen,Amarok,V6 TDI 550 Sportline,2H MY18,2018,64880,Dual Cab Utility,Automatic,Diesel,Used,2967,White,5
8300,Subaru,Liberty,2.5I GT Premium,MY10,2009,300,Sedan,Automatic,Premium Unleaded Petrol,Used,2457,Metallic,5
7490,Mazda,3,NEO Sport,BK MY08,2008,206072,Sedan,Manual,Unleaded Petrol,Used,1998,Blue,5
16990,Mercedes-Benz,C200,BE,W204 MY11,2011,125628,Sedan,Automatic,Premium Unleaded Petrol,Used,1796,Silver,5
35990,Land Rover,Discovery 4,3.0 TDV6,MY13,2013,215011,Wagon,Automatic,Diesel,Used,2993,White,5
22990,BMW,X5,Xdrive 30D Executive,E70 MY09,2009,155835,Wagon,Automatic,Diesel,Used,2993,Grey,5
22490,Lexus,IS250,Prestige,GSE20R MY11,2013,123855,Sedan,Automatic,Premium Unleaded Petrol,Used,2500,Silver,5
25990,Mitsubishi,ASX,LS (2WD),XC MY19,2019,76159,Wagon,Automatic,Unleaded Petrol,Used,1998,Blue,5
85888,Volkswagen,Amarok,TDI580 W580S 4Motion,2H MY22,2021,5176,Dual Cab Utility,Automatic,Diesel,Used,2967,White,5
79800,Mercedes-Benz,X350,D Power (4Matic),470,2020,51655,Dual Cab Utility,Automatic,Diesel,Used,2987,Grey,5
42500,Kia,Carnival,SI,YP PE MY20,2019,100950,Wagon,Automatic,Diesel,Used,2199,Silver,8
3500,Toyota,Camry,Altise,ACV40R,2006,199000,Sedan,Automatic,Unleaded Petrol,Used,2362,Blue,5
29990,LDV,T60,Luxe (4X4),SKC8,2018,133691,Double Cab Utility,Automatic,Diesel,Used,2776,Grey,5
24480,Kia,Rondo,S,RP MY17,2017,19096,Wagon,Automatic,Unleaded Petrol,Used,1999,White,5
24990,Mitsubishi,ASX,XLS (2WD),XC MY17,2016,69894,Wagon,Automatic,Unleaded Petrol,Used,1998,White,5
69990,Ford,Ranger,Raptor 2.0 (4X4),PX Mkiii MY19,2018,117461,Double Cab Pick Up,Automatic,Diesel,Used,1996,White,5
49990,Nissan,Navara,ST (4X4),D23 Series III MY18,2018,96594,Dual Cab Pick-up,Automatic,Diesel,Used,2298,Red,5
49990,Ford,Ranger,XLS 3.2 (4X4),PX Mkiii MY20.25,2020,104700,Double Cab Pick Up,Automatic,Diesel,Used,3198,White,5
47988,Mazda,CX-5,Touring (awd),CX5L,2022,1580,Wagon,Automatic,Unleaded Petrol,Demo,2488,Blue,5
63888,Mazda,CX-9,Touring (awd),CX9M,2022,4493,Wagon,Automatic,Unleaded Petrol,Demo,2488,Blue,7
44999,Volkswagen,Amarok,V6 TDI 550 Core,2H MY18,2018,92200,Dual Cab Utility,Automatic,Diesel,Used,2967,White,5
10990,Holden,Statesman,V6,WM,2006,175000,Sedan,Automatic,Unleaded Petrol,Used,3565,Gold,5
55975,Toyota,Hilux,Rugged X (4X4),GUN126R MY19,2018,149135,Double Cab Pick Up,Automatic,Diesel,Used,2753,White,5
71990,Land Rover,Range Rover,Vogue TDV8,MY12,2012,121000,Wagon,Automatic,Diesel,Used,4367,Black,5
12990,Subaru,Impreza,RS (awd),MY08,2008,200392,Hatchback,Manual,Premium Unleaded Petrol,Used,1994,Red,5
29500,Toyota,Landcruiser Prado,GXL (4X4),KDJ120R 07 Upgrade,2009,227000,Wagon,Automatic,Diesel,Used,2982,Black,8
53990,Toyota,Kluger,Grande (4X4),GSU55R,2018,31470,Wagon,Automatic,Unleaded Petrol,Used,3456,White,7
24999,Hyundai,I30,GO,PD MY19,2019,33510,Hatchback,Automatic,Unleaded Petrol,Used,1999,Blue,5
21000,Mazda,6,Sport,6C MY15,2016,139000,Sedan,Automatic,Unleaded Petrol,Used,2488,White,5
28500,Jeep,Cherokee,Trailhawk (4X4),KL MY15,2015,86153,Wagon,Automatic,Unleaded Petrol,Used,3239,Charcoal,5
32500,Nissan,Patrol,ST (4X4),GU VII,2010,207379,Wagon,Manual,Diesel,Used,2953,Silver,7
28990,Ford,Ranger,XLT 3.2 (4X4),PX,2014,231088,Dual Cab Utility,Automatic,Diesel,Used,3198,White,5
33000,Holden,Commodore,SS-V,VE,2008,72156,Utility,Manual,Unleaded Petrol,Used,5967,Orange,2
44990,Ford,Falcon,XR6T,FG X,2015,153628,Sedan,Automatic,Unleaded Petrol,Used,3984,Gold,5
29999,Toyota,Hiace,LWB Crew,KDH201R MY15,2015,88528,Van,Manual,Diesel,Used,2982,White,5
42980,Hyundai,I30,N Performance LUX,PDE.2,2018,35786,Hatchback,Manual,Premium Unleaded Petrol,Used,1998,White,5
66880,Mazda,CX-9,GT (awd),CX9M,2022,156,Wagon,Automatic,Unleaded Petrol,Demo,2488,Black,7
66490,Toyota,Hilux,Rugged X (4X4),GUN126R MY19,2019,57985,Double Cab Pick Up,Automatic,Diesel,Used,2753,Orange,5
52307,Hyundai,Tucson,Elite N Line (awd),NX4.V1 MY22,2022,45,Wagon,Automatic,Diesel,New In Stock,1998,White,5
50307,Hyundai,Tucson,Elite (awd),NX4.V1 MY22,2022,45,Wagon,Automatic,Diesel,New In Stock,1998,Silver,5
39888,Toyota,Camry,Ascent Sport (hybrid),Axvh71R MY19,2019,47601,Sedan,Automatic,Premium Unleaded/Electric,Used,2494,Silver,5
36440,Skoda,Kamiq,Style 85TSI,NW MY23,2022,456,Wagon,Automatic,Premium Unleaded Petrol,Demo,999,White,5
43999,Jeep,Wrangler Unlimited,Overland,JK MY15,2014,66369,Hardtop,Automatic,Unleaded Petrol,Used,3604,Gold,5
66990,Ford,Everest,Titanium (4WD 7 Seat),UA II MY19.75,2019,32654,Wagon,Automatic,Diesel,Used,1996,Blue,7
17990,Volkswagen,Tiguan,125 TSI,5NC MY10,2010,123010,Wagon,Automatic,Premium Unleaded Petrol,Used,1984,Silver,5
32990,Honda,HR-V,VTI-LX,MY20,2019,45953,Wagon,Automatic,Unleaded Petrol,Used,1799,Blue,5
29990,Honda,Civic,VTI-S,MY19,2019,29236,Sedan,Automatic,Unleaded Petrol,Used,1799,Blue,5
49990,Isuzu,MU-X,LS-M (4X4),UC MY17,2018,85227,Wagon,Automatic,Diesel,Used,2999,Grey,7
31888,Kia,Sportage,SI Premium (fwd),QL MY19,2018,66661,Wagon,Automatic,Unleaded Petrol,Used,1999,White,5
23490,Toyota,RAV4,GX (2WD),ZSA42R MY16,2016,117421,Wagon,Automatic,Unleaded Petrol,Used,1987,White,5
14490,Hyundai,Veloster,+,FS,2012,141379,Coupe,Automatic,Unleaded Petrol,Used,1591,Black,4
36888,Jeep,Wrangler Unlimited,Renegade Sport (4X4),JK MY15,2015,114915,Hardtop,Automatic,Unleaded Petrol,Used,3604,Red,5
40000,Mitsubishi,Pajero Sport,Exceed (4X4) 7 Seat,MY17,2017,115170,Wagon,Automatic,Diesel,Used,2442,Black,7
12500,Holden,Malibu,CDX,EM,2013,154605,Sedan,Automatic,Unleaded Petrol,Used,2384,White,5
46888,Holden,Calais,V,VF MY15,2015,41868,Sportswagon,Automatic,Premium Unleaded Petrol,Used,5967,Silver,5
54990,Ford,Ranger,Wildtrak 3.2 (4X4),PX Mkii MY17,2017,45742,Dual Cab Pick-up,Automatic,Diesel,Used,3198,White,5
37990,Mercedes-Benz,C250,Bluetec,205,2015,86988,Sedan,Automatic,Diesel,Used,2143,Silver,5
45000,Kia,Stinger,GT-Line (black Leather),CK MY18 (346),2018,43930,Sedan,Automatic,Unleaded Petrol,Used,1998,Blue,5
57300,Holden,Monaro,CV8,V2,2002,149615,Coupe,Manual,Premium Unleaded Petrol,Used,5665,Silver,4
45988,Kia,Stinger,330S,CK MY18,2018,57501,Sedan,Automatic,Unleaded Petrol,Used,3342,Blue,5
31500,BMW,125I,Sportline,F20 LCI MY17,2016,55569,Hatchback,Automatic,Premium Unleaded Petrol,Used,1997,Grey,5
51988,Ford,Mustang,Fastback GT 5.0 V8,FM,2016,60701,Coupe,Automatic,Premium Unleaded Petrol,Used,4950,Red,4
32570,Kia,Carnival,S,YP MY17,2017,109081,Wagon,Automatic,Unleaded Petrol,Used,3342,White,8
57988,Ford,Ranger,Wildtrak 2.0 (4X4),PX Mkiii MY19,2019,70883,Double Cab Pick Up,Automatic,Diesel,Used,1996,White,5
23800,Kia,Cerato,Sport,YD MY18,2018,33115,Hatchback,Automatic,Unleaded Petrol,Used,1999,Grey,5
24800,Mazda,CX-3,Akari (awd),DK,2015,72211,Wagon,Automatic,Unleaded Petrol,Used,1998,Red,5
49888,Jeep,Wrangler,Freedom (4X4),JK MY18,2018,33997,Softtop,Automatic,Unleaded Petrol,Used,3604,White,4
43800,Nissan,Navara,ST-X (4X4),NP300 D23,2015,69178,Dual Cab Utility,Automatic,Diesel,Used,2298,Red,5
27988,Hyundai,Elantra,SR Turbo (red),AD,2016,37339,Sedan,Automatic,Unleaded Petrol,Used,1591,Black,5
49888,Hyundai,Imax,Active,TQ4 MY20,2019,20009,Wagon,Automatic,Diesel,Used,2497,Silver,8
58988,Ford,Ranger,Sport 3.2 (4X4),PX Mkiii MY21.75,2021,21995,Double Cab Pick Up,Automatic,Diesel,Used,3198,Grey,5
35800,Hyundai,Kona,Elite (awd),OS.3 MY20,2020,12658,Wagon,Automatic,Unleaded Petrol,Used,1591,Grey,5
35901,Holden,UTE,SV6,VF II,2015,85831,Utility,Manual,Unleaded Petrol,Used,3565,Green,2
66901,Holden,Commodore,SS-V Redline,VF II MY17,2017,68214,Sportswagon,Automatic,Premium Unleaded Petrol,Used,6200,Blue,5
37990,Holden,UTE,SV6,VF II,2016,57627,Utility,Manual,Unleaded Petrol,Used,3565,Red,2
64999,Holden,Commodore,SS-V,VF II,2016,55221,Sedan,Manual,Premium Unleaded Petrol,Used,6200,Black,5
72888,Kia,Sorento,GT-Line 7 Seat,MQ4 MY21,2020,40252,Wagon,Automatic,Diesel,Used,2151,Black,7
12990,Ford,Mondeo,LX Tdci,MC,2013,178779,Wagon,Automatic,Diesel,Used,1997,Silver,5
17990,Holden,Trax,LS,TJ MY15,2014,57663,Wagon,Automatic,Unleaded Petrol,Used,1796,Blue,5
38990,Toyota,Camry,Ascent Sport (hybrid),Axvh71R MY19,2019,70649,Sedan,Automatic,Premium Unleaded/Electric,Used,2494,Blue,5
35901,Honda,Civic,RS,MY18,2019,41046,Hatchback,Automatic,Unleaded Petrol,Used,1498,Red,5
39990,Holden,Caprice,V,WN,2014,98651,Sedan,Automatic,Premium Unleaded Petrol,Used,5967,Green,5
32888,MG,HS,Excite X,SAS23 MY21,2021,17798,Wagon,Automatic,Unleaded Petrol,Used,1995,White,5
15999,Kia,Cerato,S,YD MY15,2015,117000,Hatchback,Automatic,Unleaded Petrol,Used,1797,White,5
12990,Subaru,Liberty,B4,MY02,2001,244684,Sedan,Manual,Premium Unleaded Petrol,Used,1994,White,5
55000,Alfa Romeo,Giulia,Veloce,MY19,2019,62000,Sedan,Automatic,Premium Unleaded Petrol,Used,1995,Stromboli,5
26000,Ford,Territory,TX (rwd),SZ MK2,2016,130300,Wagon,Automatic,Diesel,Used,2720,White,5
6000,Volkswagen,Polo,Match,9N MY08 Upgrade,2007,96000,Hatchback,Automatic,Premium Unleaded Petrol,Used,1598,Black,5
29890,Toyota,C-HR,Koba (2WD),NGX10R Update,2018,61530,Wagon,Automatic,Premium Unleaded Petrol,Used,1197,Silver,5
26500,Mitsubishi,Outlander,LS 7 Seat (awd),ZL MY18.5,2018,106000,Wagon,Automatic,Unleaded Petrol,Used,2360,Grey,7
8490,Ford,Falcon,XT,BA Mkii,2005,174310,Sedan,Automatic,Unleaded Petrol,Used,3984,Mercury,5
60000,Volkswagen,Tiguan,162 TSI Highline,5NA MY20,2020,21850,Wagon,Automatic,Premium Unleaded Petrol,Used,1984,Grey,5
29999,Volkswagen,Touareg,V6 TDI,7P MY13,2013,179500,Wagon,Automatic,Diesel,Used,2967,Brown,5
17999,Nissan,Qashqai,TI (4X2),J11,2015,170000,Wagon,Manual,Unleaded Petrol,Used,1997,White,5
24390,Mazda,CX-5,Maxx (4X2),MY15,2015,94648,Wagon,Automatic,Unleaded Petrol,Used,1997,Grey,5
37999,Ford,Ranger,XL 3.2 (4X4),PX Mkiii MY19,2019,146365,Double Cab Chassis,Automatic,Diesel,Used,3198,White,5
41990,Audi,SQ5,3.0 TDI Quattro,8R MY15,2014,131434,Wagon,Automatic,Diesel,Used,2967,White,5
30888,Nissan,Qashqai,TI,J11 MY18,2019,75779,Wagon,Automatic,Unleaded Petrol,Used,1997,Blue,5
17690,Audi,A3,Sportback 1.8 Tfsi Ambition,8V MY15,2015,134501,Hatchback,Automatic,Premium Unleaded Petrol,Used,1798,White,5
47000,Jeep,Grand Cherokee,Laredo (4X4),WK MY17,2017,80000,Wagon,Automatic,Diesel,Used,2987,Black,5
23888,Volkswagen,Golf,110 TSI Trendline,AU MY18,2017,53977,Hatchback,Automatic,Premium Unleaded Petrol,Used,1395,White,5
32888,Subaru,Outback,2.5I,MY18,2018,56681,Wagon,Automatic,Unleaded Petrol,Used,2498,Silver,5
46888,Jeep,Wrangler,Unlimited Renegade Sport (4X4),JK MY13,2013,128980,Hardtop,Automatic,Unleaded Petrol,Used,3604,Green,5
49990,Volkswagen,Multivan,Comfortline TDI340,T5 MY15,2015,78329,Wagon,Automatic,Diesel,Used,1968,Blue,7
19990,Kia,Cerato,S,YD MY17,2017,90000,Hatchback,Automatic,Unleaded Petrol,Used,1999,White,5
85999,Ford,Ranger,XLT 3.0 (4X4),MY22,2022,1902,Double Cab Pick Up,Automatic,Diesel,Used,2993,Black,5
57888,Lexus,IS350,F Sport,GSE31R,2018,34850,Sedan,Automatic,Premium Unleaded Petrol,Used,3456,Blue,5
10800,Mazda,BT-50,Boss B2500 DX,09 Upgrade,2010,200183,Cab Chassis,Manual,Diesel,Used,2499,White,3
19500,Toyota,Corolla,ZR,ZRE182R MY15,2016,67244,Hatchback,Automatic,Unleaded Petrol,Used,1798,White,5
15990,Toyota,Camry,Atara S,ASV50R,2013,175000,Sedan,Automatic,Unleaded Petrol,Used,2494,White,5
55989,Hyundai,Santa FE,Highlander Crdi BLK-BGE (awd),TM.2 MY20,2020,61958,Wagon,Automatic,Diesel,Used,2199,Grey,7
40990,Land Rover,Discovery Sport,TD4 (110KW) SE 5 Seat,L550 MY18,2018,82165,Wagon,Automatic,Diesel,Used,1999,Grey,5
49990,Hyundai,Tucson,Elite (awd),NX4.V1 MY22,2021,16850,Wagon,Automatic,Unleaded Petrol,Used,1598,White,5
58888,Hyundai,Kona,N,Os.v4 MY22,2021,4994,Wagon,Automatic,Premium Unleaded Petrol,Used,1998,Gold,5
62990,Hyundai,I30,N Premium With Sunroof,CN7.V1 MY22,2022,5888,Sedan,Automatic,Premium Unleaded Petrol,Used,1998,Blue,5
59990,Hyundai,Kona,N Premium,Os.v4 MY22,2022,29,Wagon,Automatic,Premium Unleaded Petrol,Used,1998,White,5
12990,Holden,Cruze,CDX,JG,2010,208010,Sedan,Automatic,Unleaded Petrol,Used,1796,Black,5
36990,Audi,Q2,35 Tfsi (1.4 Tfsi),GA MY19,2018,40050,Wagon,Automatic,Premium Unleaded Petrol,Used,1395,White,5
21500,Toyota,Kluger,KX-R (fwd) 7 Seat,GSU40R MY11 Upgrade,2013,147500,Wagon,Automatic,Unleaded Petrol,Used,3456,White,7
15500,Mazda,3,SP25,BM,2015,119500,Hatchback,Manual,Unleaded Petrol,Used,2488,Grey,5
37850,Mazda,BT-50,XT (4X4),MY17 Update,2018,75049,Cab Chassis,Automatic,Diesel,Used,3196,White,3
9830,Holden,Barina Spark,CD,MJ MY13,2013,124046,Hatchback,Automatic,Unleaded Petrol,Used,1248,Silver,5
28790,Toyota,RAV4,GX (2WD),ZSA42R MY18,2018,110236,Wagon,Automatic,Unleaded Petrol,Used,1987,White,5
37888,Subaru,Impreza,2.0I Premium (awd),MY21,2020,14627,Hatchback,Automatic,Unleaded Petrol,Used,1995,Blue,5
52888,Isuzu,MU-X,LS-T (4X4),UC MY17,2017,106607,Wagon,Automatic,Diesel,Used,2999,Grey,7
15913,Nissan,Dualis,TI (4X2),J10 MY10,2010,143946,Wagon,Automatic,Unleaded Petrol,Used,1997,Black,5
36999,Ford,Falcon,XR6T,FG Upgrade,2011,122709,Sedan,Automatic,Unleaded Petrol,Used,3984,Black,5
29999,Subaru,XV,2.0I-S,MY18,2018,110282,Wagon,Automatic,Unleaded Petrol,Used,1995,Orange,5
31990,Ford,Ranger,XL 3.2 (4X4),PX Mkii,2016,191525,Crew Cab Chassis,Automatic,Diesel,Used,3198,White,5
38999,Volkswagen,Amarok,TDI400 (4X4),2H,2011,173528,Dual Cab Utility,Manual,Diesel,Used,1968,Grey,5
24990,Holden,Captiva,7 LTZ (awd),CG MY18,2018,143054,Wagon,Automatic,Unleaded Petrol,Used,2997,Grey,7
29990,Mazda,CX-5,Akera (4X4),MY13 Upgrade,2014,52400,Wagon,Automatic,Diesel,Used,2191,Red,5
39990,Audi,A5,Sportback 2.0 Tfsi Quattro,8T MY16,2016,71004,Hatchback,Automatic,Premium Unleaded Petrol,Used,1984,Grey,4
11990,Holden,Barina,CDX,TM MY13,2013,86338,Hatchback,Automatic,Unleaded Petrol,Used,1598,Blue,5
29995,BMW,328I,Luxury Line,F30,2013,106555,Sedan,Automatic,Premium Unleaded Petrol,Used,1997,Grey,5
14995,Volkswagen,Passat,118 TSI,3C MY12,2012,223168,Wagon,Automatic,Premium Unleaded Petrol,Used,1798,White,5
14000,Hyundai,I30,Tourer 1.6 GDI,GDE3 Series 2,2016,169000,Wagon,Automatic,Unleaded Petrol,Used,1591,White,5
38990,Toyota,Hilux,Workmate (4X4),GUN125R,2017,201360,X Cab Cab Chassis,Manual,Diesel,Used,2393,White,4
17990,Toyota,RAV4,SX6,GSA33R 08 Upgrade,2008,211445,Wagon,Automatic,Unleaded Petrol,Used,3456,Silver,5
21990,Subaru,Forester,2.5I Luxury Limited Edition,MY14,2014,221990,Wagon,Automatic,Unleaded Petrol,Used,2498,White,5
65990,BMW,X5,Xdrive 30D,F15 MY18,2018,79202,Wagon,Automatic,Diesel,Used,2993,White,5
46990,BMW,535D,Luxury Line,F10 MY15,2016,105063,Sedan,Automatic,Diesel,Used,2993,White,5
30990,Volkswagen,Golf,110 TSI Highline,AU MY18,2018,41039,Wagon,Automatic,Premium Unleaded Petrol,Used,1395,Black,5
47888,Kia,Carnival,S,YP PE MY20,2019,44628,Wagon,Automatic,Diesel,Used,2199,Grey,8
46888,Kia,Carnival,S,YP PE MY20,2019,45250,Wagon,Automatic,Diesel,Used,2199,Grey,8
47888,Kia,Carnival,S,YP PE MY20,2019,47787,Wagon,Automatic,Diesel,Used,2199,Grey,8
45888,Kia,Carnival,S,YP PE MY20,2019,47728,Wagon,Automatic,Diesel,Used,2199,Silver,8
25990,Nissan,Qashqai,TI (4X2),J11,2016,86511,Wagon,Automatic,Unleaded Petrol,Used,1997,Brown,5
25990,Holden,Commodore,SS Z-Series,VE II MY12.5,2013,130295,Sedan,Automatic,Premium Unleaded Petrol,Used,5967,White,5
7000,Honda,Civic,Hybrid,MY07,2008,133000,Sedan,Automatic,Unleaded Petrol/Electric,Used,1339,Silver,5
35990,LDV,G10+,Barn Door,SV7C MY21,2021,4382,Van,Automatic,Diesel,Used,1996,White,2
52990,Lexus,RC350,F Sport,GSC10R MY16,2016,50100,Coupe,Automatic,Premium Unleaded Petrol,Used,3456,Silver,4
31748,Ford,Ranger,XLT 3.2 (4X4),PX,2015,219512,Dual Cab Utility,Automatic,Diesel,Used,3198,Black,5
42990,Volkswagen,T-Cross,85TSI Style,C1 MY22.5,2022,7,Wagon,Automatic,Premium Unleaded Petrol,Demo,999,Grey,5
74990,Volkswagen,Arteon,206TSI R-Line Shooting Brake,3H MY22,2022,4005,Wagon,Automatic,Premium Unleaded Petrol,Demo,1984,Black,5
19490,Kia,Cerato,S,YD MY18,2017,62695,Sedan,Automatic,Unleaded Petrol,Used,1999,Grey,5
24888,Subaru,XV,2.0I,MY14,2013,49332,Wagon,Automatic,Unleaded Petrol,Used,1995,White,5
42850,Ford,Ranger,XL 3.2 (4X4),PX Mkii,2015,157211,Crew Cab Utility,Automatic,Diesel,Used,3198,White,5
31590,Mazda,CX-5,Maxx (4X2),MY17.5 (KF Series 2),2018,64521,Wagon,Automatic,Unleaded Petrol,Used,1997,Black,5
31990,Nissan,Pathfinder,TI (4X4),R52,2015,101489,Wagon,Automatic,Premium Unleaded Petrol,Used,3498,Grey,7
47990,Toyota,RAV4,GX 2WD Hybrid,Axah52R,2020,15926,Wagon,Automatic,Unleaded Petrol/Electric,Used,2487,White,5
51990,Mitsubishi,Triton,GLS (4X4) Premium,MR MY20,2019,20833,Double Cab Pick Up,Automatic,Diesel,Used,2440,White,5
10999,Toyota,Corolla,Ascent,ZRE152R MY11,2010,169000,Hatchback,Automatic,Unleaded Petrol,Used,1798,Blue,5
27999,Holden,Colorado,LS (4X4),RG MY15,2015,161364,Crew Cab Pickup,Automatic,Diesel,Used,2776,Grey,5
25999,Holden,Colorado,LX (4X2),RG MY14,2014,121170,Crew Cab Pickup,Automatic,Diesel,Used,2776,White,5
41999,Mercedes-Benz,A45,AMG,176 MY15,2015,108152,Hatchback,Automatic,Premium Unleaded Petrol,Used,1991,Grey,5
14999,Holden,Commodore,SV6 Z-Series,VE II MY12.5,2012,178447,Sportswagon,Automatic,Unleaded Petrol,Used,3565,Grey,5
26999,Volkswagen,Touareg,V6 TDI,7P MY15,2015,184438,Wagon,Automatic,Diesel,Used,2967,Grey,5
35999,Land Rover,Range Rover Evoque,TD4 Pure,LV MY15,2014,84841,Coupe,Automatic,Diesel,Used,2179,Black,5
29999,Volvo,V40,D4 Inscription,M MY17,2017,58357,Hatchback,Automatic,Diesel,Used,1969,Silver,5
15989,Toyota,Kluger,KX-R (4X4) 7 Seat,GSU45R MY11 Upgrade,2012,181299,Wagon,Automatic,Unleaded Petrol,Used,3456,White,7
19750,BMW,X1,Sdrive 20I,E84 MY13,2013,90543,Wagon,Automatic,Premium Unleaded Petrol,Used,1997,Blue,5
37990,Hyundai,Iload,3S Liftback,TQ4 MY19,2018,89193,Van,Manual,Diesel,Used,2497,White,3
15990,Mazda,2,NEO,DJ MY16,2016,28189,Hatchback,Manual,Unleaded Petrol,Used,1496,Grey,5
19990,Toyota,Corolla,Ascent,ZRE172R,2015,66974,Sedan,Automatic,Unleaded Petrol,Used,1798,White,5
38990,Honda,Odyssey,VTI-L,RC MY18,2018,59891,Wagon,Automatic,Unleaded Petrol,Used,2356,Silver,7
32990,Mercedes-Benz,Vito,110CDI SWB,447,2017,50036,Van,Manual,Diesel,Used,1598,White,2
18990,Hyundai,IX35,Elite (fwd),LM Series II,2013,77298,Wagon,Automatic,Unleaded Petrol,Used,1999,Silver,5
49990,Isuzu,D-MAX,LS-U HI-Ride (4X4),TF MY17,2017,81639,Crew Cab Utility,Automatic,Diesel,Used,2999,White,5
18990,Kia,Cerato,S (AV),BD MY19,2018,69963,Hatchback,Automatic,Unleaded Petrol,Used,1999,Silver,5
24990,Toyota,Corolla,Ascent Sport,ZRE182R MY17,2018,68946,Hatchback,Automatic,Unleaded Petrol,Used,1798,Silver,5
33990,Nissan,X-Trail,ST (2WD),T32 Series 2,2019,23233,Wagon,Automatic,Unleaded Petrol,Used,2488,Black,5
30990,Nissan,X-Trail,ST (2WD),T32 Series 2,2018,65476,Wagon,Automatic,Unleaded Petrol,Used,2488,Grey,5
55000,HSV,Maloo,R8,E2 Series,2010,96000,Utility,Manual,Premium Unleaded Petrol,Used,6200,Red,2
21999,Holden,Captiva,7 LTZ (awd),CG MY17,2016,119443,Wagon,Automatic,Diesel,Used,2231,Black,7
57777,Jeep,Grand Cherokee,SRT 8 (4X4),WK MY15,2015,114344,Wagon,Automatic,Premium Unleaded Petrol,Used,6424,Black,5
39990,Toyota,Hilux,SR (4X4),GUN126R MY19,2019,217396,Double Cab Chassis,Automatic,Diesel,Used,2753,White,5
53990,Ford,Ranger,Wildtrak 2.0 (4X4),PX Mkiii MY19,2019,70303,Double Cab Pick Up,Automatic,Diesel,Used,1996,White,5
6425,Toyota,Kluger,CV (4X4),MCU28R,2005,279938,Wagon,Automatic,Unleaded Petrol,Used,3311,Silver,5
69888,Ford,Mustang,GT 5.0 V8,FN MY20,2019,23034,Fastback,Automatic,Premium Unleaded Petrol,Used,4950,White,4
18995,Honda,Accord Euro,Luxury Navi,10,2009,75050,Sedan,Automatic,Premium Unleaded Petrol,Used,2354,Silver,5
17995,Toyota,Yaris,YRS,NCP131R,2014,56260,Hatchback,Automatic,Unleaded Petrol,Used,1497,Red,5
9495,Toyota,Camry,Altise,ACV40R 07 Upgrade,2009,191869,Sedan,Automatic,Unleaded Petrol,Used,2362,Silver,5
32990,Toyota,Hilux,Workmate,TGN121R MY19 Upgrade,2020,14250,Cab Chassis,Automatic,Unleaded Petrol,Used,2694,Grey,2
45000,Audi,Q2,35 Tfsi Design Edition 2,GA MY20BE,2020,11500,Wagon,Automatic,Premium Unleaded Petrol,Used,1395,Silver,5
35000,Holden,Commodore,SS-V,VE II,2010,140000,Utility,Manual,Unleaded Petrol,Used,5967,Green,2
53000,Mitsubishi,Triton,Glx+ (4X4),MR MY21,2021,6000,Double Cab Pick Up,Automatic,Diesel,Used,2442,White,5
19000,Toyota,Yaris,Ascent,NCP130R MY15,2016,68900,Hatchback,Automatic,Unleaded Petrol,Used,1299,Yellow,5
14000,Volkswagen,Tiguan,118 TSI (4X2),5NC MY12,2012,91600,Wagon,Manual,Premium Unleaded Petrol,Used,1390,Black,5
13800,Honda,Accord Euro,Luxury Navi,10 MY13,2012,220000,Sedan,Automatic,Premium Unleaded Petrol,Used,2354,Blue,5
58990,Mazda,CX-8,GT (awd),CX8C,2021,11142,Wagon,Automatic,Diesel,Used,2191,Blue,7
84990,BMW,X5,Xdrive 25D,G05,2020,48737,Wagon,Automatic,Diesel,Used,1995,Leather,5
9990,BMW,X5,3.0I,E53,2006,202849,Wagon,Automatic,Premium Unleaded Petrol,Used,2979,Black,5
37990,Ford,Ranger,XL 2.2 (4X4) (5 YR),PX Mkii MY18,2018,130378,Crew Cab Chassis,Manual,Diesel,Used,2198,White,5
27495,Ford,Ranger,XLT 3.2 (4X4),PX,2013,150406,Dual Cab Utility,Manual,Diesel,Used,3198,Blue,5
20485,Holden,Equinox,LS (fwd),EQ MY18,2018,65734,Wagon,Automatic,Unleaded Petrol,Used,1490,Silver,5
49885,Holden,UTE,SS-V Redline,VF II,2016,102767,Utility,Manual,Unleaded Petrol,Used,6200,White,2
58800,Toyota,Kluger,GX 2WD,GSU70R,2022,600,Wagon,Automatic,Premium Unleaded Petrol,Used,3456,Graphite,7
69888,Jeep,Grand Cherokee,Trailhawk (4X4),WK MY19,2019,54229,Wagon,Automatic,Diesel,Used,2987,White,5
5900,Holden,Commodore,SV6,VZ,2004,174500,Sedan,Automatic,Unleaded Petrol,Used,3565,Silver,5
5500,Ford,Fiesta,Ambiente,WZ,2013,250000,Hatchback,Manual,Unleaded Petrol,Used,1498,Blue,5
67800,Porsche,Macan,Turbo,MY16,2015,119529,Wagon,Automatic,Premium Unleaded Petrol,Used,3604,White,5
51901,Ford,Escape,Vignale (fwd),ZH MY22,2021,4701,Wagon,Automatic,Premium Unleaded Petrol,Used,1999,White,5
