Price,Brand,Model,Variant,Series,Year,Kilometers,Type,Gearbox,Fuel,Status,CC,Color,Seating Capacity
46100,Hyundai,I30,N Performance,Pde.3 MY20,2020,15586,Hatchback,Manual,Premium Unleaded Petrol,Used,1998,Grey,5
14990,Volvo,XC60,T5 Teknik,DZ MY12,2012,116761,Wagon,Automatic,Premium Unleaded Petrol,Used,1999,Blue,5
15990,Mazda,3,Maxx Sport,BL Series 2 MY13,2013,90006,Sedan,Automatic,Unleaded Petrol,Used,1999,White,5
34990,Mitsubishi,Triton,GLX (4X4),MQ MY16,2016,140266,Dual Cab Chassis,Manual,Diesel,Used,2440,Green,5
84990,Land Rover,Range Rover Evoque,P200 SE (147KW),L551 MY20,2019,25385,Wagon,Automatic,Premium Unleaded Petrol,Used,1997,White,5
33990,Nissan,X-Trail,ST (4WD),T32 MY21,2020,25675,Wagon,Automatic,Unleaded Petrol,Used,2498,White,5
44736,Toyota,Hiace,LWB Exterior Pack,GDH300R,2019,88293,Van,Automatic,Diesel,Used,2755,White,2
71990,Toyota,Kluger,Grande AWD,GSU75R,2021,15754,Wagon,Automatic,Premium Unleaded Petrol,Used,3456,Silver,7
57990,Toyota,RAV4,Cruiser 2WD Hybrid,Axah52R,2020,18483,Wagon,Automatic,Unleaded Petrol/Electric,Used,2487,White,5
34990,Subaru,Forester,2.5I (awd),MY20,2019,52082,Wagon,Automatic,Unleaded Petrol,Used,2498,Brown,5
49990,Toyota,Camry,SX Hybrid,Axvh70R,2021,3616,Sedan,Automatic,Premium Unleaded/Electric,Used,2487,White,5
38990,Toyota,C-HR,Koba (awd),NGX50R,2021,34848,Wagon,Automatic,Premium Unleaded Petrol,Used,1197,Silver,5
44990,Kia,Carnival,Platinum,YP MY17,2016,73824,Wagon,Automatic,Diesel,Used,2199,Grey,8
11990,Jeep,Compass,Sport (4X2),MK MY12,2012,205012,Wagon,Automatic,Premium Unleaded Petrol,Used,1998,Black,5
32886,Mazda,CX-5,GT (4X4),MY17.5 (KF Series 2),2017,121034,Wagon,Automatic,Unleaded Petrol,Used,2488,White,5
23000,Toyota,Hilux,SR (4X4),KUN26R MY12,2013,94000,Dual Cab Chassis,Manual,Diesel,Used,2982,White,5
55990,Toyota,Landcruiser,GXL (4X4),VDJ200R,2007,280589,Wagon,Automatic,Diesel,Used,4461,White,8
49995,Audi,Q7,3.0 TDI Quattro,4M MY17,2016,108484,Wagon,Automatic,Diesel,Used,2967,White,7
22990,Mazda,2,G15 Pure,DJ,2019,75063,Hatchback,Automatic,Unleaded Petrol,Used,1496,Blue,5
33888,Mitsubishi,Outlander,LS 7 Seat (2WD),ZL MY19,2018,47377,Wagon,Automatic,Unleaded Petrol,Used,2360,White,7
34987,Mazda,3,G25 GT,BP,2020,25089,Hatchback,Automatic,Unleaded Petrol,Used,2488,Red,5
47990,Subaru,BRZ,S,MY22,2022,5554,Coupe,Automatic,Premium Unleaded Petrol,Used,2387,Blue,4
14990,Volkswagen,Tiguan,118 TSI (4X2),5NC MY14,2014,116721,Wagon,Automatic,Premium Unleaded Petrol,Used,1390,Black,5
22490,Mazda,3,Maxx,BM MY15,2016,59342,Sedan,Automatic,Unleaded Petrol,Used,1998,Red,5
36999,Abarth,595,Competizione,Series 5 MY21,2021,28983,Hatchback,Manual,Premium Unleaded Petrol,Used,1368,Yellow,4
19990,MG,MG3 Auto,Core,SZP1 MY21,2021,9957,Hatchback,Automatic,Premium Unleaded Petrol,Used,1498,White,5
29990,Skoda,Octavia,110 TSI,NE MY19,2019,47852,Wagon,Automatic,Premium Unleaded Petrol,Used,1395,White,5
13990,Mazda,3,NEO,BL Series 2 MY13,2013,115568,Sedan,Automatic,Unleaded Petrol,Used,1999,Grey,5
26990,Mazda,3,SP25 GT,BN MY17,2018,47669,Hatchback,Automatic,Unleaded Petrol,Used,2488,Grey,5
16990,Suzuki,Grand Vitara,Sports (4X4),JT MY13,2014,192796,Wagon,Manual,Unleaded Petrol,Used,2393,Silver,5
76990,Ford,Ranger,Raptor 2.0 (4X4),PX Mkiii MY19.75,2019,70301,Double Cab Pick Up,Automatic,Diesel,Used,1996,Black,5
35990,Toyota,Camry,Ascent (hybrid),Axvh71R MY19,2018,37248,Sedan,Automatic,Premium Unleaded/Electric,Used,2494,Silver,5
47990,Honda,Odyssey,VTI-L,RC MY20,2019,38420,Wagon,Automatic,Unleaded Petrol,Used,2356,Silver,7
28990,Volkswagen,Tiguan,132 TSI Comfortline,5NA,2016,107020,Wagon,Automatic,Premium Unleaded Petrol,Used,1984,Black,5
19913,Mitsubishi,Outlander,LS (4X4),ZK MY16,2016,167682,Wagon,Automatic,Unleaded Petrol,Used,2360,White,5
25913,Ford,Ranger,XL 2.2 (4X4),PX,2015,174601,Crew Cab Utility,Automatic,Diesel,Used,2198,White,5
18913,Renault,Trafic,2.0 DCI LWB,L2H1 MY11,2014,172453,Van,Automatic,Diesel,Used,1995,Gold,3
24913,Mitsubishi,Triton,GLX,MQ MY18,2018,202216,Dual Cab Utility,Automatic,Diesel,Used,2440,White,5
31990,Subaru,XV,2.0I-L,MY20,2020,44318,Wagon,Automatic,Unleaded Petrol,Used,1995,Orange,5
39990,Toyota,Yaris Cross,GX Hybrid,Mxpj10R,2021,22111,Wagon,Automatic,Unleaded Petrol/Electric,Used,1490,Blue,5
49990,Toyota,Kluger,GXL (4X4),GSU55R,2019,40633,Wagon,Automatic,Unleaded Petrol,Used,3456,White,7
29990,Mazda,CX-5,Maxx (4X2),MY17.5 (KF Series 2),2017,80861,Wagon,Automatic,Unleaded Petrol,Used,1997,Grey,5
59990,Mitsubishi,Pajero,Exceed LWB (4X4),NX MY18,2018,33540,Wagon,Automatic,Diesel,Used,3200,Grey,7
26990,Kia,Cerato,Sport,BD MY19,2019,43973,Sedan,Automatic,Unleaded Petrol,Used,1999,Blue,5
23998,Nissan,Patrol,ST-L (4X4),GU VI,2009,275111,Wagon,Manual,Diesel,Used,2953,White,7
7500,Holden,Cruze,CD,JH MY12,2012,148000,Sedan,Automatic,Diesel,Used,1991,White,5
13990,Ford,Territory,TX (4X4),SZ,2011,159647,Wagon,Automatic,Diesel,Used,2720,Silver,5
25999,Mitsubishi,Triton,GLS (4X4),MQ MY16,2015,177039,Dual Cab Utility,Manual,Diesel,Used,2440,Grey,5
72990,Ford,Ranger,Raptor 2.0 (4X4),PX Mkiii MY20.25,2020,24044,Double Cab Pick Up,Automatic,Diesel,Used,1996,White,5
65990,Ford,Everest,Sport (4WD),UA II MY21.25,2021,35415,Wagon,Automatic,Diesel,Used,3198,Blue,7
31332,BMW,X1,Sdrive 18D,F48,2016,108821,Wagon,Automatic,Diesel,Used,1995,Black,5
49990,Holden,Colorado,Ltz+ (4X4),RG MY20,2019,67000,Crew Cab Pickup,Automatic,Diesel,Used,2776,Silver,5
28998,Ford,Falcon,XR8,FG,2008,158709,Sedan,Manual,Unleaded Petrol,Used,5408,Blue,5
46750,Hyundai,I30,N Performance LUX,PDE.2,2018,14906,Hatchback,Manual,Premium Unleaded Petrol,Used,1998,Grey,5
34755,Honda,HR-V,VTI-S,MY19,2019,13487,Wagon,Automatic,Unleaded Petrol,Used,1799,Red,5
11499,Honda,Jazz,GLI,GE,2009,59070,Hatchback,Automatic,Unleaded Petrol,Used,1339,Yellow,5
48990,Volkswagen,Tiguan,Allspace 162 TSI Highline,5NA MY18,2018,52906,Wagon,Automatic,Premium Unleaded Petrol,Used,1984,White,7
35870,Mazda,3,G25 Astina,BP,2019,27537,Hatchback,Automatic,Unleaded Petrol,Used,2488,Red,5
25880,Volkswagen,Golf,GTI,AU MY15,2014,98199,Hatchback,Automatic,Premium Unleaded Petrol,Used,1984,White,5
9990,Jeep,Cherokee,Sport (4X4),KJ MY05 Upgrade,2006,256141,Wagon,Automatic,Unleaded Petrol,Used,3701,Black,5
10990,Holden,Commodore,Omega,VE MY09.5,2009,238369,Sportswagon,Automatic,Unleaded Petrol,Used,3565,White,5
9990,Nissan,Tiida,ST-L,C11 MY07,2008,129703,Hatchback,Automatic,Unleaded Petrol,Used,1797,Grey,5
12990,Holden,Captiva,7 LX (4X4),CG Series II,2011,153989,Wagon,Automatic,Diesel,Used,2231,Grey,7
27880,Nissan,Qashqai,ST,MY20,2019,62969,Wagon,Automatic,Unleaded Petrol,Used,1997,White,5
15990,Nissan,Navara,ST (4X4),D40 MY12,2012,264219,Dual Cab Pick-up,Automatic,Diesel,Used,2488,White,5
23990,Subaru,Forester,2.0D-L,MY15,2015,130334,Wagon,Automatic,Diesel,Used,1998,Black,5
29990,Mitsubishi,Outlander,ES 7 Seat (2WD),ZL MY19,2018,52693,Wagon,Automatic,Unleaded Petrol,Used,2360,White,7
15990,Nissan,Murano,TI,Z51 MY12,2012,161013,Wagon,Automatic,Unleaded Petrol,Used,3498,White,5
64999,Audi,S3,2.0 Tfsi Quattro,8V MY20,2019,26440,Sedan,Automatic,Premium Unleaded Petrol,Used,1984,Silver,5
30999,Honda,CR-V,VTI-S (2WD),MY18,2018,116357,Wagon,Automatic,Unleaded Petrol,Used,1498,Silver,5
69999,Volvo,XC90,D5 R-Design,256 MY18,2018,97800,Wagon,Automatic,Diesel,Used,1969,Black,7
16990,Hyundai,IX35,SE (fwd),LM MY13,2013,134100,Wagon,Automatic,Unleaded Petrol,Used,1998,Silver,5
26888,Kia,Sportage,S (fwd),QL MY20,2019,99603,Wagon,Automatic,Unleaded Petrol,Used,1999,White,5
23990,Nissan,X-Trail,ST (fwd),T32,2014,67500,Wagon,Automatic,Unleaded Petrol,Used,2488,White,5
21990,Volkswagen,Passat,125 TDI Highline,3C MY13,2013,88425,Wagon,Automatic,Diesel,Used,1968,White,5
22990,Nissan,X-Trail,ST-L (fwd),T32,2014,117198,Wagon,Automatic,Unleaded Petrol,Used,2488,Grey,5
30990,Volkswagen,Golf,110 TSI Trendline,AU MY18,2018,19487,Hatchback,Automatic,Premium Unleaded Petrol,Used,1395,Grey,5
42999,Toyota,Hilux,SR (4X4),KUN26R MY14,2015,168000,Dual Cab Pick-up,Automatic,Diesel,Used,2982,White,5
37980,Subaru,Forester,2.5I (awd),MY21,2020,59918,Wagon,Automatic,Unleaded Petrol,Used,2498,White,5
8499,Holden,Commodore,International,VE MY10,2009,213325,Sedan,Automatic,Unleaded Petrol,Used,2997,Blue,5
48990,Kia,Stinger,GT (black Leather),CK MY18 (441),2018,68290,Sedan,Automatic,Unleaded Petrol,Used,3342,White,5
28990,Hyundai,Tucson,Active (awd),TL4 MY20,2019,119650,Wagon,Automatic,Diesel,Used,1995,Silver,5
31990,Mitsubishi,Pajero,GLX LWB (4X4),NX MY15,2015,171453,Wagon,Automatic,Diesel,Used,3200,Silver,7
32990,Honda,Odyssey,VTI,RC MY19,2019,99798,Wagon,Automatic,Unleaded Petrol,Used,2356,Silver,8
36990,Toyota,Hiace,Slwb,KDH221R MY14,2015,163313,Van,Manual,Diesel,Used,2982,White,2
28990,Mitsubishi,Triton,GLS (4X4),MQ MY16,2015,181987,Dual Cab Utility,Manual,Diesel,Used,2440,Silver,5
29990,Mazda,CX-3,Maxx Sport (fwd),CX3E,2020,23033,Wagon,Automatic,Unleaded Petrol,Demo,1998,Grey,5
39990,Volkswagen,Golf,R,AU MY17,2016,69786,Hatchback,Automatic,Premium Unleaded Petrol,Used,1984,Black,5
51900,Volvo,XC40,T5 Momentum Launch EDT (awd),536 MY18,2018,30688,Wagon,Automatic,Premium Unleaded Petrol,Used,1969,Blue,5
31990,Jeep,Wrangler,Renegade Sport (4X4),JK MY16,2015,132345,Hardtop,Automatic,Unleaded Petrol,Used,3604,Red,4
57990,Toyota,Hilux,SR5 (4X4),GUN126R MY19,2018,94697,Double Cab Pick Up,Automatic,Diesel,Used,2753,White,5
17999,Mazda,6,Touring,6C,2013,188550,Wagon,Automatic,Unleaded Petrol,Used,2488,Red,5
25999,Mitsubishi,ASX,LS (2WD),XC MY18,2018,57552,Wagon,Automatic,Unleaded Petrol,Used,1998,White,5
8999,Toyota,Aurion,Prodigy,GSV40R,2007,200463,Sedan,Automatic,Unleaded Petrol,Used,3456,Silver,5
29990,Mazda,CX-5,Akera (4X4),MY13 Upgrade,2015,115369,Wagon,Automatic,Unleaded Petrol,Used,2488,White,5
39500,Nissan,X-Trail,TL (fwd),T32,2017,101122,Wagon,Automatic,Diesel,Used,1598,Silver,5
16990,Nissan,Navara,DX (4X4),D22 MY08,2011,189254,Cab Chassis,Manual,Diesel,Used,2488,White,3
27990,Ford,Ranger,XL 2.2 HI-Rider (4X2),PX Mkii,2016,136272,Cab Chassis,Automatic,Diesel,Used,2198,White,2
43880,Honda,Integra,Type-R,4TH GEN,2002,89854,Coupe,Manual,Unleaded Petrol,Used,1998,Blue,4
30897,Honda,CR-V,VTI (2WD),MY19,2019,64895,Wagon,Automatic,Unleaded Petrol,Used,1498,Grey,5
16990,Toyota,Corolla,Levin SX,ZRE182R,2012,119900,Hatchback,Automatic,Unleaded Petrol,Used,1798,Silver,5
9990,Mazda,2,NEO,DE MY10,2010,149172,Hatchback,Manual,Unleaded Petrol,Used,1498,Grey,5
15990,Holden,Commodore,SV6,VE II,2011,169112,Sportswagon,Automatic,Unleaded Petrol,Used,3565,Red,5
22500,Ford,Ranger,XL 3.2 (4X4),PX,2011,197000,Super Cab Chassis,Manual,Diesel,Used,3198,White,4
24500,Toyota,Landcruiser,GXL (4X4),FZJ105R,2001,233595,Wagon,Automatic,Unleaded Petrol,Used,4477,White,8
42990,Nissan,Navara,SL (4X2),D23 MY21.5,2022,1650,Dual Cab Pick-up,Manual,Diesel,Demo,2298,White,5
20880,Suzuki,Vitara,RT-S,LY,2016,62848,Wagon,Automatic,Unleaded Petrol,Used,1586,White,5
24690,Toyota,Corolla,Ascent,ZRE172R MY17,2017,42077,Sedan,Automatic,Unleaded Petrol,Used,1798,White,5
47999,BMW,X4,Xdrive 20I,F26 MY16,2016,55403,Coupe,Automatic,Premium Unleaded Petrol,Used,1997,Silver,5
33990,Mercedes-Benz,GL350,CDI Luxury,164 MY11,2011,109387,Wagon,Automatic,Diesel,Used,2987,Silver,7
21990,Mercedes-Benz,A180,BE,176,2014,92179,Hatchback,Automatic,Premium Unleaded Petrol,Used,1595,Black,5
9950,BMW,320D,Lifestyle,E90 MY11,2011,217200,Sedan,Automatic,Diesel,Used,1995,Black,5
14800,Ford,Territory,TX (rwd),SZ,2011,154252,Wagon,Automatic,Diesel,Used,2720,Grey,5
24990,Mitsubishi,ASX,ES (2WD),XC MY19,2019,62047,Wagon,Automatic,Unleaded Petrol,Used,1998,Blue,5
43888,Hyundai,Santa FE,Elite Crdi Satin (awd),TM,2019,89928,Wagon,Automatic,Diesel,Used,2199,Silver,7
53888,Hyundai,Santa FE,Highlander Crdi Satin AWD,TM,2019,56899,Wagon,Automatic,Diesel,Used,2199,Grey,7
41990,Mitsubishi,Eclipse Cross,Exceed (awd),YB MY22,2021,16944,Wagon,Automatic,Unleaded Petrol,Used,1499,White,5
65900,BMW,X3,Xdrive 30D,G01,2017,48619,Wagon,Automatic,Diesel,Used,2993,Black,5
21990,Toyota,Corolla,Ascent,ZRE172R,2016,79200,Sedan,Automatic,Unleaded Petrol,Used,1798,Grey,5
30990,Hyundai,Santa FE,Active Crdi (4X4),DM SER II (DM3) Update,2017,108397,Wagon,Automatic,Diesel,Used,2199,White,7
25980,Hyundai,I30,Active,PD2 MY19,2019,57165,Hatchback,Automatic,Unleaded Petrol,Used,1999,White,5
41980,Ford,Ranger,XLT 3.2 (4X4),PX Mkii MY17,2016,141181,Dual Cab Utility,Automatic,Diesel,Used,3198,Black,5
7999,Holden,Commodore,Omega,VE MY09,2008,220860,Sportswagon,Automatic,Unleaded Petrol,Used,3565,Gold,5
22000,Nissan,Patrol,ST (4X4),GU III,2003,208744,Wagon,Manual,Diesel,Used,4169,White,7
14990,Toyota,Camry,Altise,ACV40R 09 Upgrade,2011,129275,Sedan,Automatic,Unleaded Petrol,Used,2362,White,5
25990,Subaru,XV,2.0I-S,MY16,2016,111960,Wagon,Automatic,Unleaded Petrol,Used,1995,Black,5
16250,Holden,Crewman,SSZ,VZ,2005,246032,Crew Cab Utility,Automatic,Unleaded Petrol,Used,5665,Black,5
59990,Mazda,BT-50,GT (4X4),B30B,2020,28021,Dual Cab Pick-up,Automatic,Diesel,Used,2999,Grey,5
41500,Lexus,RC350,Luxury,GSC10R,2015,69223,Coupe,Automatic,Premium Unleaded Petrol,Used,3456,Red,4
59990,Land Rover,Discovery Sport,TD4 180 HSE 5 Seat,LC MY17,2017,58843,Wagon,Automatic,Diesel,Used,1999,White,5
52990,Ford,Everest,Trend (4WD 7 Seat),UA II MY19,2018,98457,Wagon,Automatic,Diesel,Used,1996,Brown,7
19756,Hyundai,I30,Active X,GD3 Series 2,2015,51218,Hatchback,Automatic,Unleaded Petrol,Used,1797,White,5
27880,Kia,Sorento,SI (4X2),UM MY18,2017,94047,Wagon,Automatic,Unleaded Petrol,Used,3490,White,7
6999,Mazda,6,Classic,GH MY10,2010,260787,Wagon,Automatic,Unleaded Petrol,Used,2488,Silver,5
13990,Toyota,Hilux,SR,GGN15R 07 Upgrade,2008,232060,X Cab Pickup,Automatic,Unleaded Petrol,Used,3956,White,4
6499,Toyota,Kluger,CV (4X4),MCU28R,2004,237790,Wagon,Automatic,Unleaded Petrol,Used,3311,Blue,5
4499,Holden,Astra,Convertible,TS,2004,204136,Convertible,Automatic,Premium Unleaded Petrol,Used,2198,Silver,4
6850,Volkswagen,Tiguan,103 TDI,5NC MY09,2009,226038,Wagon,Manual,Diesel,Used,1968,Grey,5
7850,Toyota,Camry,Altise,ACV40R 07 Upgrade,2008,233261,Sedan,Automatic,Unleaded Petrol,Used,2362,Silver,5
5550,Peugeot,307,XSE HDI 2.0,MY06 Upgrade,2007,261594,Hatchback,Automatic,Diesel,Used,1997,White,5
22990,Suzuki,Vitara,RT-S,LY,2017,67747,Wagon,Automatic,Unleaded Petrol,Used,1586,Blue,5
27990,Hyundai,Kona,Launch Edition,OS,2017,64533,Wagon,Automatic,Unleaded Petrol,Used,1999,White,5
30990,Honda,Civic,VTI-S,MY19,2019,19551,Hatchback,Automatic,Unleaded Petrol,Used,1799,Red,5
21990,Renault,Megane,Renault Sport 250 CUP Trophee,X95,2011,89034,Hatchback,Manual,Premium Unleaded Petrol,Used,1998,Black,5
33990,Subaru,XV,2.0I,MY20,2020,46546,Wagon,Automatic,Unleaded Petrol,Used,1995,Orange,5
35990,Mazda,CX-5,Maxx Sport (4X2),MY19 (KF Series 2),2019,37231,Wagon,Automatic,Unleaded Petrol,Used,1997,Red,5
33990,Hyundai,Tucson,Active X (2WD) Black INT,TL4 MY20,2020,45078,Wagon,Automatic,Unleaded Petrol,Used,1999,Black,5
35990,Toyota,C-HR,Koba (2WD),NGX10R Update,2019,36553,Wagon,Automatic,Premium Unleaded Petrol,Used,1197,Yellow,5
26880,Infiniti,Q50,2.0T GT,V37 MY17,2017,53000,Sedan,Automatic,Premium Unleaded Petrol,Used,1991,Blue,5
14990,Toyota,Yaris,Ascent,NCP130R MY15,2016,148961,Hatchback,Automatic,Unleaded Petrol,Used,1299,Blue,5
43990,Toyota,Hilux,SR (4X4),GUN126R MY17,2017,222358,Dual Cab Chassis,Manual,Diesel,Used,2753,White,5
23000,Mitsubishi,Triton,GLX,MQ MY16,2015,152000,Cab Chassis,Automatic,Diesel,Used,2440,White,2
64888,Toyota,RAV4,Cruiser AWD Hybrid,Axah54R,2020,34738,Wagon,Automatic,Unleaded Petrol/Electric,Used,2487,White,5
42888,Toyota,Corolla,Ascent Sport Hybrid,ZWE211R,2022,1177,Hatchback,Automatic,Unleaded Petrol/Electric,Demo,1798,White,5
9990,Ford,Falcon,XL (lpg),BF Mkii,2007,278307,Cab Chassis,Automatic,Liquid Petroleum Gas,Used,3984,White,2
8600,Nissan,Patrol,ST (4X4),GU II,2001,105000,Wagon,Manual,Diesel,Used,2953,Red,7
19990,Hyundai,I30,Trophy,GD MY14,2014,98000,Hatchback,Automatic,Unleaded Petrol,Used,1797,Silver,5
28100,Haval,H6,LUX,MKY,2020,20082,Wagon,Automatic,Premium Unleaded Petrol,Used,1967,Black,5
38950,Toyota,Hiace,LWB,TRH201R MY07,2006,243000,Van,Automatic,Unleaded Petrol,Used,2694,White,3
16990,Ford,Falcon,XR6 (lpg),FG,2010,171673,Utility,Automatic,Liquid Petroleum Gas,Used,3984,Silver,2
16355,Mazda,CX-9,Grand Touring,10 Upgrade,2010,186839,Wagon,Automatic,Unleaded Petrol,Used,3726,Grey,7
18990,Toyota,Hilux,SR,KUN16R MY12,2014,183812,Cab Chassis,Manual,Diesel,Used,2982,White,3
19800,Kia,Cerato,S (AV),BD MY19,2018,68596,Hatchback,Automatic,Unleaded Petrol,Used,1999,Silver,5
13800,Mazda,3,NEO,BL Series 2 MY13,2013,86977,Sedan,Manual,Unleaded Petrol,Used,1999,Grey,5
30990,Hyundai,Santa FE,Elite Crdi (4X4),DM,2013,124165,Wagon,Automatic,Diesel,Used,2199,Grey,7
18800,Holden,Commodore,SS-V,VE MY09.5,2009,243693,Sportswagon,Automatic,Premium Unleaded Petrol,Used,5967,Red,5
29800,Kia,Sorento,SI (4X4),UM MY17,2017,121060,Wagon,Automatic,Diesel,Used,2199,White,7
6995,Hyundai,Tucson,City Elite,MY07,2008,255582,Wagon,Automatic,Unleaded Petrol,Used,1975,Grey,5
15995,Nissan,X-Trail,TI (4X4),T31 MY11,2011,159056,Wagon,Automatic,Unleaded Petrol,Used,2488,Red,5
11290,Ford,Mondeo,LX Tdci,MC,2012,145000,Wagon,Automatic,Diesel,Used,1997,White,5
10771,Holden,Barina,CD,TM MY13,2012,59023,Hatchback,Automatic,Unleaded Petrol,Used,1598,Blue,5
17990,Mazda,2,NEO Sport,DE MY14,2014,23032,Hatchback,Automatic,Unleaded Petrol,Used,1498,White,5
10990,Holden,Barina,CD,TM MY13,2013,117198,Hatchback,Automatic,Unleaded Petrol,Used,1598,Black,5
31990,Mazda,BT-50,GT (4X4),MY13,2014,192157,Dual Cab Utility,Automatic,Diesel,Used,3196,White,5
39888,Toyota,Hilux,SR HI-Rider,GUN136R,2015,70810,Dual Cab Utility,Automatic,Diesel,Used,2753,White,5
51990,Toyota,RAV4,GX 2WD Hybrid,Axah52R,2020,40571,Wagon,Automatic,Unleaded Petrol/Electric,Used,2487,Silver,5
12990,Nissan,Dualis,ST (4X2),J10 Series 3,2013,138019,Wagon,Automatic,Unleaded Petrol,Used,1997,Silver,5
27990,Hyundai,I30,Elite,Pd.v4 MY22,2021,136946,Hatchback,Automatic,Unleaded Petrol,Used,1999,Grey,5
14988,Toyota,Yaris,Ascent,NCP130R MY15,2015,126235,Hatchback,Automatic,Unleaded Petrol,Used,1299,Red,5
47988,Nissan,Pathfinder,ST-L (4WD),R52 MY19 Series III,2019,47257,Wagon,Automatic,Premium Unleaded Petrol,Used,3498,White,7
29988,Toyota,Hilux,Workmate,TGN121R Facelift,2021,35243,Cab Chassis,Automatic,Unleaded Petrol,Used,2694,White,2
47925,Mercedes-Benz,X250,D Pure (4Matic),470,2018,95781,Dual Cab Pick-up,Automatic,Diesel,Used,2298,Grey,5
37925,Isuzu,D-MAX,SX (4X4),TF MY15.5,2016,135488,Space Cab Chassis,Automatic,Diesel,Used,2999,White,4
14362,Nissan,X-Trail,TI (4X4),T32,2014,183110,Wagon,Automatic,Unleaded Petrol,Used,2488,Red,5
52990,Volvo,XC60,D4 Momentum (awd),246 MY20,2020,51388,Wagon,Automatic,Diesel,Used,1969,Grey,5
28990,Mitsubishi,ASX,MR (2WD),XD MY21,2021,31011,Wagon,Automatic,Unleaded Petrol,Used,1999,Orange,5
62990,Toyota,Hiace,Slwb,GDH320R,2020,31440,Van,Automatic,Diesel,Used,2755,White,2
32990,Mercedes-Benz,GLA250,4Matic,X156,2014,108000,Wagon,Automatic,Premium Unleaded Petrol,Used,1991,Grey,5
41990,Kia,Sportage,SX (awd),QL PE MY21,2021,9059,Wagon,Automatic,Diesel,Used,1995,Black,5
28990,Hyundai,Santa FE,Highlander Crdi (4X4),DM,2013,73887,Wagon,Automatic,Diesel,Used,2199,White,7
21990,Holden,Commodore,SV6,VE MY10,2010,59444,Sedan,Automatic,Unleaded Petrol,Used,3565,Green,5
13990,Holden,Captiva,7 LX (4X4),CG Series II,2012,127515,Wagon,Automatic,Unleaded Petrol,Used,2997,Silver,7
79990,Porsche,Macan,S Diesel,MY18,2018,46946,Wagon,Automatic,Diesel,Used,2967,Grey,5
33990,Mazda,CX-5,Touring (4X4),MY17.5 (KF Series 2),2017,74079,Wagon,Automatic,Unleaded Petrol,Used,2488,Silver,5
57990,Toyota,Landcruiser Prado,VX (4X4),KDJ150R MY14,2015,88744,Wagon,Automatic,Diesel,Used,2982,White,7
28813,Honda,Civic,VTI-S,MY17,2018,61548,Sedan,Automatic,Unleaded Petrol,Used,1799,Silver,5
6250,Holden,Cruze,Equipe,JH MY12,2012,109722,Sedan,Manual,Unleaded Petrol,Used,1796,Black,5
79990,Ford,Ranger,Raptor 2.0 (4X4),PX Mkiii MY21.25,2021,21492,Double Cab Pick Up,Automatic,Diesel,Used,1996,Black,5
11500,Nissan,X-Trail,ST (fwd),T31 MY11,2011,192000,Wagon,Automatic,Unleaded Petrol,Used,1997,Bronze,5
33000,Toyota,Yaris Cross,Urban Cross,Mxpb10R,2020,46000,Wagon,Automatic,Unleaded Petrol,Used,1490,Red,5
12995,Holden,Captiva,7 SX (fwd),CG Series II,2011,137412,Wagon,Automatic,Diesel,Used,2231,Black,7
8999,Holden,Cruze,SRI V,JH MY12,2011,133595,Hatchback,Automatic,Unleaded Petrol,Used,1364,Blue,5
68990,Subaru,WRX,STI,MY18,2018,16675,Sedan,Manual,Premium Unleaded Petrol,Used,2457,White,5
41775,Mercedes-Benz,E250,CDI,207 MY15,2015,112303,Coupe,Automatic,Diesel,Used,2143,Silver,4
35990,Toyota,Kluger,GX (4X2),GSU50R,2018,119166,Wagon,Automatic,Unleaded Petrol,Used,3456,White,7
23999,Hyundai,I30,Active,PD,2017,43789,Hatchback,Automatic,Unleaded Petrol,Used,1999,White,5
14999,Jeep,Patriot,Sport (4X2),MK MY14,2013,30482,Wagon,Automatic,Premium Unleaded Petrol,Used,1998,Silver,5
16990,Mitsubishi,Challenger,(4X4),PC MY14,2014,299837,Wagon,Manual,Diesel,Used,2477,Silver,5
23990,Mitsubishi,Outlander,LS (4X2),ZK MY16,2016,71440,Wagon,Automatic,Unleaded Petrol,Used,1998,Black,5
56990,Mitsubishi,Pajero Sport,GLS (4X4) 7 Seat,QF MY20,2020,43302,Wagon,Automatic,Diesel,Used,2442,White,7
31980,Volkswagen,Amarok,TDI420 Core Edition (4X4),2H MY16,2016,83425,Dual Cab Utility,Automatic,Diesel,Used,1968,White,5
25980,Hyundai,I30,Active 1.6 Crdi,PD2 MY19,2019,32603,Hatchback,Automatic,Diesel,Used,1582,White,5
13999,Mitsubishi,Outlander,Activ,ZH MY10,2010,128331,Wagon,Manual,Unleaded Petrol,Used,2359,Silver,5
29990,Audi,Q5,2.0 Tfsi Quattro,8R MY13,2013,81517,Wagon,Automatic,Premium Unleaded Petrol,Used,1984,Black,5
58990,Ford,Ranger,XLT 2.0 (4X4),PX Mkiii MY20.75,2020,18941,Double Cab Pick Up,Automatic,Diesel,Used,1996,Silver,5
64990,Ford,Ranger,XLT 2.0 (4X4),PX Mkiii MY20.25,2020,107598,Double Cab Pick Up,Automatic,Diesel,Used,1996,Grey,5
18988,Holden,Calais,V,VF,2014,163000,Sedan,Automatic,Unleaded Petrol,Used,3565,Purple,5
49888,Toyota,RAV4,GXL (2WD),Mxaa52R,2022,21,Wagon,Automatic,Unleaded Petrol,Used,1987,White,5
